Table 2.3.4. Price Indexes for Personal Consumption Expenditures by Major Type of Product
Table 2.3.4. Price Indexes for Personal Consumption Expenditures by Major Type of Product
"Last Revised on: September 25, 2025 - Next Release Date October 30, 2025"
20,"        Financial services and insurance",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.926,9.917,9.976,10.094,10.240,10.355,10.480,10.599,10.604,10.635,10.790,10.943,11.123,11.207,11.194,11.196,11.231,11.206,11.275,11.363,11.515,11.648,11.765,11.876,11.872,11.909,12.013,12.155,12.416,12.627,12.806,12.918,12.859,12.852,12.960,13.191,13.470,13.832,14.186,14.474,14.812,15.073,15.289,15.535,15.693,15.831,15.984,16.229,16.430,16.728,17.068,17.316,17.672,17.844,18.015,18.090,17.896,18.145,18.400,18.689,19.144,19.522,19.926,20.320,20.654,21.021,21.192,21.604,21.748,21.591,22.083,22.392,22.579,23.293,24.171,24.781,25.748,26.614,26.867,27.502,26.445,28.478,28.882,28.906,29.205,29.831,30.663,32.226,33.139,33.057,32.738,32.653,33.439,34.176,35.594,36.842,37.672,36.569,39.333,38.923,38.892,40.390,41.455,41.391,43.603,43.344,44.387,43.413,45.232,44.738,43.930,43.718,42.142,42.191,42.359,42.783,43.389,44.044,45.124,45.495,45.846,46.282,46.236,46.448,46.788,47.117,47.361,47.546,47.022,46.786,47.543,47.733,48.327,48.833,49.050,49.925,50.531,51.536,52.265,52.352,52.194,52.701,52.783,53.186,53.407,53.797,54.242,54.858,55.125,55.715,56.486,57.095,57.648,58.412,58.777,59.123,59.122,58.577,58.583,58.474,57.987,57.919,58.077,58.602,59.166,58.519,58.735,58.949,59.602,59.555,58.351,59.311,59.491,60.157,61.012,61.824,62.652,64.167,65.101,66.008,66.348,67.001,67.553,67.962,68.767,69.360,70.044,70.811,71.353,72.794,72.944,73.762,74.170,74.784,75.565,76.477,76.301,75.639,75.244,72.348,69.448,69.075,69.878,71.947,73.621,74.860,74.954,75.831,76.264,77.121,77.370,77.283,78.802,79.427,80.069,81.236,82.019,83.413,84.442,85.966,86.911,88.035,88.941,89.422,89.838,90.841,91.531,91.733,93.108,94.733,96.016,96.894,97.849,99.538,100.601,102.011,103.767,104.900,105.947,106.819,106.711,108.070,108.637,108.480,109.361,107.853,109.645,110.383,112.716,115.219,116.826,118.233,120.135,121.144,122.031,123.687,124.785,126.459,128.104,128.529,132.324,134.671,136.835,138.669,141.145,141.191
21,"        Other services",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,10.655,10.666,10.822,10.936,10.972,11.040,11.111,11.158,11.148,11.182,11.207,11.250,11.301,11.368,11.389,11.460,11.549,11.598,11.649,11.708,11.779,11.842,11.923,11.996,12.085,12.148,12.224,12.303,12.314,12.468,12.631,12.756,12.810,12.911,12.984,13.067,13.273,13.442,13.587,13.759,13.920,14.089,14.260,14.411,14.549,14.761,14.933,15.171,15.395,15.599,15.854,16.070,16.276,16.459,16.604,16.800,16.897,17.241,17.763,18.125,18.653,19.270,19.713,19.963,20.231,20.541,21.073,21.317,21.605,21.920,22.321,22.514,22.883,23.128,23.355,23.535,23.804,24.230,24.704,25.036,25.455,25.958,26.493,26.965,27.711,28.169,28.953,29.564,30.307,31.099,31.919,32.815,33.308,33.797,34.151,34.701,35.287,35.706,36.111,36.528,37.405,37.718,37.824,37.992,38.277,38.839,39.424,39.898,40.454,41.018,41.423,41.749,41.714,41.988,42.273,42.669,43.132,43.773,44.137,44.673,45.031,45.445,45.768,46.086,46.599,47.263,47.637,48.197,48.918,49.405,49.946,50.547,51.166,51.610,52.123,52.375,52.846,53.404,53.865,54.352,54.910,55.299,55.903,56.388,56.820,57.395,57.680,57.922,58.339,58.773,59.377,59.997,60.256,60.779,60.971,61.052,61.317,61.909,62.230,62.750,63.128,63.340,63.635,64.097,64.408,64.508,64.703,65.120,65.829,66.316,67.215,67.873,68.449,68.969,70.059,70.460,71.309,71.999,72.532,73.257,74.027,74.372,75.010,75.806,76.604,77.277,77.669,78.189,79.065,79.842,80.623,81.243,81.722,82.508,83.167,83.939,84.873,86.219,86.992,87.535,87.832,88.119,88.594,89.403,89.924,90.549,91.007,91.338,91.620,92.158,92.740,93.248,93.841,94.417,94.654,95.225,96.057,96.462,96.784,97.409,97.629,97.811,98.013,98.047,98.256,98.355,98.661,99.035,99.155,99.539,99.858,99.924,100.044,99.862,100.008,100.087,101.066,101.396,102.049,102.309,102.631,102.518,102.938,103.420,104.316,104.483,105.046,105.327,105.833,106.406,107.216,108.008,109.005,109.894,111.025,112.409,113.670,114.995,115.589,115.918,117.261,118.261,118.732,118.822,119.744,121.181
22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)1",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,48.366,49.136,49.971,49.628,47.623,46.011,45.148,45.076,45.659,46.247,46.871,46.988,46.995,47.123,47.102,47.177,47.597,47.805,47.965,48.047,47.946,47.899,48.120,48.194,48.842,49.275,49.469,49.948,50.401,50.942,51.441,52.010,52.112,52.738,53.057,53.495,54.035,54.483,55.074,55.834,56.907,57.962,58.875,59.599,60.068,60.483,60.941,62.028,63.171,63.861,64.813,65.287,65.957,66.320,67.237,68.243,67.997,69.901,72.891,74.227,77.371,81.546,82.893,84.460,86.878,87.746,90.618,90.997,93.375,93.026,93.109,95.206,98.397,98.180,101.293,102.506,103.859,105.287,108.389,109.114,111.720,114.564,119.631,122.475,124.965,129.422,127.780,129.783,131.894,136.679,135.104,133.667,130.542,127.897,126.850,124.040,119.756,119.710,117.105,114.513,113.966,113.875,112.255,110.517,110.218,109.314,109.739,111.416,109.306,106.510,105.500,104.891,104.736,104.087,104.642,104.539,104.376,103.797,102.970,102.030,100.480,98.068,95.322,92.302,91.763,89.354,86.957,85.668,83.405,83.045,81.195,79.470,76.807,74.893,73.744,71.808,70.705,70.776,69.909,69.986,69.759,69.851,70.267,70.943,69.853,70.064,70.420,70.208,70.359,71.222,71.594,72.233,73.201,73.255,74.633,76.420,77.858,79.419,80.184,80.234,80.403,81.494,82.858,84.352,84.662,86.976,87.114,88.501,90.302,91.017,91.464,90.696,91.504,92.008,91.138,90.405,89.581,87.612,87.311,87.682,86.928,87.595,86.576,87.131,88.782,88.842,88.896,89.274,89.993,90.159,90.273,90.012,90.957,90.974,91.921,90.663,91.343,91.919,92.507,91.276,89.818,89.290,89.109,88.143,88.080,87.506,87.702,88.155,88.845,88.889,88.885,88.738,89.141,89.063,88.832,89.660,89.151,90.284,90.420,90.057,90.747,91.124,91.408,93.447,93.866,94.575,95.083,95.698,96.457,97.292,97.775,98.803,99.763,100.111,100.463,99.663,100.559,100.901,101.460,102.427,103.260,103.496,104.625,104.768,104.922,104.455,104.685,105.196,107.582,110.918,114.727,119.392,121.076,124.415,127.109,130.802,133.902,135.749,138.270,139.713,141.142,144.256,146.184,147.643,148.592,148.497
23,"        Gross output of nonprofit institutions2",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,8.105,8.393,8.646,8.797,8.647,8.674,8.705,8.772,8.817,8.836,8.888,8.913,8.949,9.018,9.053,9.103,9.158,9.206,9.288,9.345,9.400,9.438,9.493,9.561,9.647,9.731,9.775,9.843,9.915,10.026,10.137,10.272,10.365,10.491,10.611,10.736,10.886,11.024,11.175,11.345,11.525,11.739,11.937,12.143,12.351,12.535,12.693,12.875,13.003,13.142,13.305,13.436,13.603,13.712,13.954,14.122,14.189,14.496,14.998,15.259,15.742,16.350,16.761,17.156,17.559,17.870,18.463,18.752,19.131,19.383,19.729,20.049,20.547,20.854,21.249,21.493,21.939,22.338,22.898,23.369,23.997,24.486,25.202,25.940,26.799,27.557,28.154,29.009,29.853,30.549,31.246,32.050,32.615,32.956,33.656,34.134,34.519,34.940,35.349,35.762,36.242,36.717,37.041,37.374,37.744,38.134,38.489,38.942,39.258,39.424,39.764,40.225,40.637,41.112,41.681,42.203,42.844,43.537,44.184,44.831,45.485,46.033,46.544,46.999,47.605,48.116,48.710,49.404,49.883,50.513,50.975,51.470,51.876,52.316,52.806,53.209,53.581,54.031,54.353,54.728,55.064,55.437,55.981,56.457,56.766,57.124,57.467,57.878,58.248,58.730,59.058,59.482,59.845,60.159,60.550,60.985,61.493,62.090,62.462,62.725,63.091,63.584,64.132,64.761,65.284,66.082,66.779,67.441,68.157,68.801,69.321,69.532,70.093,70.690,71.221,71.691,72.204,72.421,72.996,73.727,74.269,75.026,75.289,75.920,76.859,77.391,77.940,78.777,79.471,80.137,80.818,81.272,82.048,82.490,83.146,83.749,84.253,84.840,85.375,85.480,85.593,85.856,86.317,86.824,87.186,87.407,87.722,88.112,88.702,89.212,89.609,89.928,90.377,90.830,91.228,91.761,92.180,92.484,92.876,93.218,93.690,94.062,94.418,94.898,95.350,95.896,96.326,96.594,97.059,97.636,98.213,98.825,99.365,99.790,100.185,100.661,101.336,101.831,102.350,103.084,103.741,104.157,104.756,105.462,105.989,106.734,107.390,107.983,109.493,110.815,112.093,113.654,115.185,116.539,118.176,119.501,120.909,122.240,123.409,124.516,125.864,127.118,128.251,129.370,130.447,131.130
24,"        Less: Receipts from sales of goods and services by nonprofit institutions3",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4.532,4.739,4.914,5.064,5.042,5.157,5.236,5.300,5.307,5.291,5.301,5.318,5.350,5.404,5.436,5.477,5.502,5.533,5.596,5.642,5.697,5.733,5.770,5.826,5.866,5.917,5.945,5.979,6.018,6.087,6.159,6.246,6.322,6.400,6.487,6.573,6.676,6.773,6.873,6.981,7.083,7.214,7.340,7.480,7.635,7.772,7.885,7.987,8.041,8.126,8.220,8.308,8.419,8.494,8.655,8.751,8.818,8.989,9.274,9.432,9.696,10.016,10.300,10.559,10.789,11.009,11.376,11.599,11.809,12.033,12.316,12.490,12.766,13.026,13.221,13.371,13.681,13.948,14.279,14.635,15.042,15.324,15.702,16.188,16.789,17.225,17.788,18.411,19.020,19.388,20.035,20.777,21.407,21.832,22.491,23.059,23.641,24.017,24.539,25.077,25.551,25.994,26.408,26.847,27.216,27.648,27.949,28.247,28.705,29.088,29.500,29.997,30.410,30.926,31.431,31.948,32.591,33.329,34.053,34.792,35.607,36.414,37.243,38.068,38.766,39.606,40.560,41.491,42.336,43.074,43.857,44.668,45.551,46.377,47.143,47.968,48.606,49.112,49.652,50.076,50.518,50.940,51.496,51.917,52.516,52.895,53.226,53.764,54.177,54.562,54.873,55.239,55.463,55.818,55.998,56.149,56.450,56.828,57.106,57.409,57.813,58.161,58.514,58.935,59.493,59.924,60.737,61.212,61.651,62.268,62.798,63.250,63.741,64.351,65.238,66.024,66.893,67.710,68.524,69.350,70.251,71.028,71.643,72.290,73.033,73.682,74.356,75.310,75.991,76.799,77.644,78.308,79.028,79.592,80.162,81.328,81.784,82.375,82.888,83.457,84.116,84.641,85.312,86.328,86.845,87.352,87.709,88.075,88.628,89.301,89.846,90.341,90.808,91.465,92.109,92.521,93.313,93.289,93.779,94.393,94.779,95.149,95.531,95.427,95.891,96.378,96.780,96.920,97.276,97.761,98.373,98.832,99.220,99.676,100.088,101.016,101.614,102.167,102.676,103.326,103.923,104.400,104.812,105.706,106.362,107.633,108.430,108.998,110.123,110.720,111.157,111.700,113.176,113.823,115.083,115.584,116.436,117.605,118.341,119.340,120.657,121.306,122.175,123.181,124.294,125.210
,Addenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"    PCE excluding food and energy4",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.515,15.598,15.702,15.793,15.842,15.902,15.965,16.017,16.044,16.097,16.167,16.206,16.266,16.328,16.382,16.413,16.467,16.529,16.593,16.673,16.744,16.794,16.840,16.883,16.947,16.999,17.052,17.109,17.195,17.334,17.477,17.628,17.725,17.844,18.006,18.188,18.395,18.609,18.817,19.036,19.244,19.474,19.699,19.930,20.148,20.375,20.602,20.892,21.156,21.397,21.599,21.722,21.931,22.079,22.245,22.385,22.541,22.848,23.152,23.474,23.877,24.470,25.169,25.784,26.288,26.688,27.089,27.530,27.949,28.284,28.727,29.176,29.667,30.121,30.622,31.067,31.552,32.096,32.647,33.233,33.687,34.427,35.063,35.794,36.670,37.490,38.325,39.259,40.129,40.888,41.641,42.381,43.002,43.584,44.282,44.899,45.489,45.837,46.533,46.905,47.379,47.934,48.384,48.728,49.393,49.821,50.333,50.694,51.241,51.592,51.947,52.370,52.701,53.213,53.690,54.236,54.758,55.422,56.061,56.687,57.306,57.827,58.258,58.791,59.468,60.132,60.740,61.250,61.793,62.270,62.830,63.325,63.809,64.260,64.640,65.114,65.563,66.061,66.430,66.772,67.075,67.526,67.903,68.248,68.606,69.013,69.342,69.690,69.964,70.296,70.617,71.019,71.298,71.670,71.837,72.065,72.277,72.498,72.756,72.987,73.171,73.425,73.695,74.042,74.430,74.689,75.050,75.421,75.912,76.199,76.395,76.764,77.000,77.424,77.836,78.113,78.354,78.651,79.011,79.365,79.801,80.258,80.545,80.982,81.558,81.962,82.281,82.831,83.311,83.975,84.427,84.791,85.376,85.731,86.152,86.747,87.207,87.573,88.020,87.950,87.950,88.294,88.607,89.159,89.464,89.706,89.843,90.127,90.523,91.053,91.468,91.794,92.373,92.755,93.023,93.435,93.799,94.064,94.434,94.842,95.141,95.557,95.915,96.175,96.336,96.765,97.077,97.319,97.726,98.262,98.689,99.028,99.488,99.821,100.123,100.568,101.208,101.751,102.076,102.552,102.964,103.398,103.783,104.147,104.617,104.420,105.197,105.669,106.572,108.087,109.369,110.792,112.453,113.795,115.231,116.565,117.917,119.069,119.768,120.403,121.588,122.454,123.168,123.997,125.000,125.804
26,"    PCE excluding food, energy, and housing4",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.394,16.477,16.597,16.692,16.747,16.816,16.879,16.931,16.959,17.006,17.084,17.134,17.191,17.266,17.319,17.353,17.406,17.475,17.551,17.638,17.723,17.780,17.828,17.877,17.950,18.006,18.066,18.127,18.218,18.383,18.559,18.726,18.830,18.969,19.163,19.375,19.617,19.863,20.107,20.358,20.596,20.859,21.102,21.356,21.590,21.839,22.086,22.404,22.690,22.945,23.154,23.277,23.502,23.659,23.827,23.963,24.097,24.444,24.786,25.146,25.634,26.377,27.234,27.947,28.483,28.923,29.361,29.827,30.275,30.631,31.101,31.558,32.036,32.487,33.008,33.468,33.996,34.599,35.203,35.818,36.293,37.124,37.762,38.490,39.499,40.405,41.280,42.242,43.174,43.952,44.690,45.411,46.041,46.661,47.369,47.981,48.607,48.914,49.707,50.078,50.561,51.106,51.526,51.839,52.542,52.912,53.386,53.680,54.211,54.477,54.816,55.220,55.523,56.029,56.540,57.070,57.585,58.330,59.012,59.689,60.356,60.890,61.295,61.810,62.550,63.219,63.786,64.357,64.955,65.482,66.134,66.639,67.139,67.630,68.055,68.561,69.009,69.533,69.932,70.276,70.534,70.998,71.392,71.726,72.055,72.447,72.745,73.051,73.286,73.605,73.901,74.312,74.561,74.916,75.005,75.178,75.322,75.472,75.662,75.828,75.966,76.188,76.426,76.750,77.074,77.276,77.592,77.913,78.375,78.553,78.619,78.882,79.008,79.393,79.781,80.003,80.189,80.497,80.853,81.177,81.616,82.046,82.287,82.739,83.328,83.724,84.010,84.574,85.020,85.636,85.985,86.252,86.810,87.134,87.530,88.105,88.541,88.881,89.317,89.111,89.004,89.342,89.717,90.438,90.844,91.139,91.282,91.590,92.000,92.584,92.984,93.274,93.880,94.241,94.469,94.852,95.192,95.395,95.729,96.090,96.310,96.673,96.970,97.145,97.184,97.538,97.745,97.889,98.226,98.699,99.029,99.241,99.629,99.883,100.069,100.419,101.018,101.499,101.720,102.119,102.438,102.759,103.043,103.323,103.705,103.311,104.143,104.628,105.614,107.268,108.600,110.029,111.715,112.945,114.172,115.262,116.388,117.358,117.835,118.242,119.306,120.024,120.582,121.301,122.250,122.950
27,"    Energy goods and services5",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,10.567,10.656,10.702,10.899,10.846,10.871,11.036,11.058,11.066,10.886,11.032,10.993,10.971,11.010,10.999,11.139,11.079,10.990,11.045,11.037,10.989,10.948,10.941,11.019,11.130,11.181,11.198,11.291,11.296,11.318,11.403,11.494,11.555,11.608,11.665,11.701,11.758,11.756,11.839,11.865,11.967,12.147,12.166,12.198,12.203,12.384,12.392,12.653,12.742,12.677,12.913,13.058,13.018,13.009,13.232,13.463,13.679,14.043,14.263,15.284,17.446,18.795,19.200,19.227,19.629,20.011,20.929,21.459,21.502,21.533,21.916,22.579,23.265,23.602,23.790,24.269,24.443,24.719,25.098,26.013,27.023,29.610,33.101,35.305,39.008,40.890,41.401,42.061,45.388,46.280,46.497,47.162,47.146,46.047,47.493,47.878,46.664,47.616,48.090,47.956,48.163,48.359,48.006,48.198,48.214,49.027,48.694,48.825,47.211,42.423,40.998,40.021,42.208,42.707,43.862,43.763,43.207,43.235,43.737,43.682,44.328,47.430,46.416,45.959,47.956,47.460,49.781,54.505,51.393,49.651,49.458,50.081,49.576,49.995,50.670,51.278,51.220,50.874,50.327,50.932,50.592,50.156,51.574,51.824,51.705,51.648,51.374,51.027,52.550,54.297,53.646,54.891,55.931,53.614,53.934,54.167,51.090,49.880,49.512,48.791,48.112,50.942,53.248,55.044,58.905,60.393,62.295,63.637,64.981,66.190,62.941,57.244,55.666,59.184,59.977,61.877,68.200,64.216,67.034,67.166,70.898,72.196,74.362,79.412,79.028,80.941,92.617,95.520,95.279,98.486,101.974,92.022,95.698,102.429,103.411,109.565,114.330,123.014,131.925,100.417,88.332,90.721,98.703,103.023,104.102,102.102,103.073,109.517,116.236,123.532,122.986,122.370,123.988,121.194,121.859,124.965,124.527,120.220,121.460,121.391,124.559,124.302,121.951,112.748,99.351,102.226,100.889,94.295,87.561,92.072,92.126,96.168,99.878,97.173,99.092,103.857,106.895,108.311,109.211,107.797,102.624,107.716,105.441,107.119,104.280,90.327,95.046,97.689,107.599,113.136,118.404,128.465,139.196,154.819,148.923,144.854,140.601,136.094,140.331,138.718,138.027,138.422,134.246,133.612,136.323,134.151
28,"    PCE services excluding energy and housing",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.414,9.459,9.554,9.646,9.705,9.779,9.856,9.916,9.942,9.979,10.039,10.101,10.169,10.240,10.279,10.329,10.383,10.420,10.471,10.532,10.605,10.668,10.731,10.795,10.856,10.915,10.992,11.079,11.160,11.295,11.441,11.575,11.666,11.776,11.891,12.031,12.217,12.396,12.575,12.761,12.957,13.164,13.355,13.562,13.767,13.986,14.171,14.385,14.582,14.780,15.001,15.155,15.328,15.460,15.613,15.759,15.847,16.133,16.470,16.824,17.218,17.712,18.191,18.615,19.008,19.332,19.715,20.092,20.423,20.675,21.048,21.357,21.722,22.151,22.568,22.916,23.395,23.887,24.379,24.881,25.198,25.936,26.511,27.078,27.809,28.487,29.199,30.031,30.867,31.428,32.026,32.630,33.173,33.677,34.368,34.933,35.436,35.666,36.450,36.798,37.309,37.876,38.249,38.535,39.214,39.559,40.087,40.313,40.924,41.203,41.394,41.763,41.843,42.222,42.673,43.145,43.716,44.372,45.005,45.571,46.192,46.718,47.150,47.612,48.239,48.870,49.424,50.006,50.444,50.900,51.515,51.986,52.518,52.988,53.418,53.974,54.456,55.033,55.494,55.842,56.172,56.573,56.938,57.345,57.732,58.223,58.573,58.943,59.177,59.679,60.157,60.696,61.027,61.513,61.841,62.163,62.471,62.742,63.032,63.333,63.526,63.826,64.179,64.675,65.174,65.397,65.891,66.348,66.963,67.335,67.500,67.970,68.298,68.826,69.433,69.935,70.506,71.184,71.795,72.446,73.012,73.530,74.022,74.555,75.367,75.930,76.441,77.191,77.829,78.641,79.188,79.688,80.490,81.075,81.754,82.506,83.073,83.622,84.169,83.982,83.737,83.856,84.388,85.262,85.867,86.449,86.761,87.215,87.686,88.307,88.754,89.084,89.821,90.336,90.733,91.271,91.810,92.235,92.755,93.337,93.774,94.320,94.765,95.120,95.327,95.774,96.199,96.504,97.047,97.720,98.293,98.733,99.271,99.772,100.170,100.787,101.565,102.200,102.758,103.364,103.779,104.331,104.805,105.294,105.904,105.837,106.710,107.326,108.621,110.077,111.401,112.601,114.089,115.579,116.874,118.389,119.760,120.984,121.990,122.739,124.374,125.385,126.308,127.454,128.681,129.432
29,"    Housing",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.935,12.016,12.063,12.134,12.166,12.194,12.253,12.302,12.327,12.392,12.434,12.439,12.502,12.524,12.576,12.595,12.650,12.689,12.712,12.765,12.789,12.815,12.854,12.876,12.907,12.947,12.974,13.015,13.079,13.130,13.162,13.256,13.327,13.375,13.430,13.506,13.593,13.694,13.780,13.887,13.989,14.107,14.264,14.409,14.566,14.714,14.865,15.051,15.234,15.420,15.588,15.704,15.848,15.961,16.114,16.255,16.474,16.638,16.805,16.991,17.108,17.215,17.402,17.690,18.066,18.325,18.590,18.926,19.229,19.481,19.817,20.216,20.717,21.155,21.566,21.941,22.265,22.599,22.955,23.416,23.783,24.204,24.794,25.497,25.916,26.427,27.087,27.876,28.510,29.160,29.907,30.656,31.205,31.637,32.265,32.859,33.305,33.762,34.117,34.472,34.894,35.452,35.975,36.404,36.914,37.514,38.127,38.692,39.271,39.891,40.283,40.754,41.170,41.682,42.024,42.606,43.138,43.501,43.964,44.395,44.826,45.282,45.790,46.369,46.807,47.430,48.159,48.440,48.776,49.063,49.292,49.733,50.147,50.445,50.659,51.004,51.441,51.830,52.086,52.408,52.860,53.255,53.560,53.932,54.378,54.830,55.257,55.742,56.149,56.522,56.924,57.282,57.661,58.087,58.536,58.957,59.418,59.904,60.411,60.892,61.248,61.623,62.015,62.444,63.080,63.564,64.097,64.668,65.266,65.981,66.693,67.480,68.161,68.740,69.251,69.752,70.219,70.472,70.843,71.324,71.744,72.311,72.794,73.162,73.683,74.119,74.577,75.063,75.681,76.544,77.433,78.213,78.910,79.401,79.925,80.611,81.165,81.640,82.130,82.618,83.048,83.420,83.474,83.339,83.237,83.260,83.374,83.562,83.894,84.196,84.673,85.147,85.609,86.078,86.513,87.037,87.507,88.027,88.548,89.149,89.791,90.430,91.056,91.692,92.398,93.160,93.947,94.639,95.373,96.203,97.074,98.012,98.816,99.525,100.377,101.283,102.124,102.972,103.807,104.662,105.535,106.530,107.407,108.191,109.084,109.777,110.316,110.733,111.251,112.090,113.123,114.511,116.039,117.943,120.421,122.985,125.473,127.546,129.373,131.177,132.979,134.615,136.136,137.533,138.811,140.163
30,"    Market-based PCE6",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,52.859,53.390,53.905,54.373,54.820,55.413,56.049,56.632,57.333,58.175,58.597,59.126,60.048,60.649,61.513,62.396,62.845,63.255,63.704,64.215,64.653,65.095,65.514,65.996,66.361,66.747,67.010,67.374,67.593,67.968,68.430,68.684,69.074,69.457,69.726,70.001,70.347,70.807,71.035,71.452,71.755,71.889,72.048,72.204,72.193,72.277,72.497,72.685,72.854,73.278,73.606,74.002,74.630,74.918,75.405,75.812,76.297,76.653,76.784,76.699,76.802,77.306,77.654,78.021,78.639,78.616,79.116,79.414,80.049,80.562,80.968,81.643,82.038,82.541,83.475,84.119,84.523,85.196,85.840,85.598,86.384,87.131,87.561,88.524,89.356,90.352,91.467,90.177,89.846,90.310,90.913,91.490,91.713,91.781,91.982,92.515,93.301,94.240,94.706,95.100,95.661,95.856,96.134,96.569,96.877,96.758,97.130,97.367,97.755,98.116,98.326,98.061,97.513,97.959,98.169,98.039,97.947,98.480,98.756,99.164,99.690,99.714,99.995,100.601,101.193,101.740,102.017,102.332,102.518,103.081,103.285,103.685,104.010,103.697,104.381,104.777,105.808,107.241,108.575,110.324,112.428,114.579,115.872,116.927,118.012,118.781,119.533,120.110,120.931,121.541,121.957,122.637,123.546,124.223
