Table 2.3.4. Price Indexes for Personal Consumption Expenditures by Major Type of Product
Table 2.3.4. Price Indexes for Personal Consumption Expenditures by Major Type of Product
"Last Revised on: September 25, 2025 - Next Release Date October 30, 2025"
9,"        Food and beverages purchased for off-premises consumption",13.226,13.261,13.544,14.033,14.170,14.234,14.325,14.003,13.808,13.669,13.516,13.439,13.305,13.403,13.848,14.135,14.942,15.085,15.043,15.384,15.458,15.455,15.543,15.461,15.240,15.135,15.166,15.172,15.201,15.297,15.138,15.027,15.010,14.906,14.855,14.785,14.769,14.957,15.114,15.147,15.287,15.345,15.561,15.610,16.071,16.210,16.090,16.011,15.983,15.892,15.928,15.914,15.878,16.079,16.067,16.227,16.270,16.151,16.097,16.057,16.209,16.246,16.270,16.339,16.410,16.344,16.492,16.501,16.675,16.691,16.810,16.898,16.865,17.103,17.233,17.229,17.626,17.818,17.906,17.965,17.784,17.710,17.922,17.991,18.163,18.303,18.442,18.661,18.737,19.029,19.412,19.689,20.074,20.243,20.373,20.465,20.355,20.723,20.893,21.034,21.483,21.553,21.810,22.116,22.952,24.011,25.093,25.913,27.144,27.782,28.373,29.567,29.990,29.813,30.541,31.008,30.819,30.601,30.951,31.237,31.802,32.708,33.036,33.342,34.204,35.720,36.469,37.019,38.416,39.214,39.577,40.289,40.914,41.766,43.319,44.740,45.325,45.437,46.036,46.105,46.572,46.996,47.184,46.963,46.976,47.509,47.603,47.783,48.739,48.727,49.031,49.080,49.390,49.306,49.296,49.713,50.014,50.159,50.927,51.258,51.749,52.160,52.345,52.489,52.796,53.231,54.258,54.683,55.470,56.464,56.972,57.399,58.711,58.870,59.700,60.078,60.919,61.526,61.210,61.157,61.374,61.497,61.881,61.939,62.049,62.463,62.573,63.057,63.101,63.292,63.936,64.001,64.369,64.926,65.117,65.431,65.933,66.599,67.331,67.907,67.970,68.079,68.337,68.485,68.715,68.886,69.149,69.548,69.835,70.024,70.286,70.678,71.075,71.563,72.239,72.524,73.204,73.677,74.290,74.612,75.014,75.062,74.999,75.176,75.584,76.074,76.692,77.585,77.924,78.773,79.126,79.659,79.487,80.288,80.386,80.834,81.225,81.237,81.774,82.152,83.234,84.376,85.310,86.205,87.344,89.108,91.137,92.188,91.892,91.060,90.544,90.554,90.929,91.214,91.317,91.680,93.099,94.527,95.717,96.378,96.900,97.067,97.176,97.587,97.985,98.083,98.252,98.242,98.765,99.830,100.498,100.971,101.143,100.842,101.321,101.258,100.913,100.307,99.786,99.516,99.751,99.982,100.073,100.193,100.385,100.311,100.536,100.838,101.582,101.365,101.415,101.751,102.616,105.880,105.418,105.640,105.984,106.876,108.635,111.140,114.078,118.002,121.572,123.619,124.782,125.002,125.508,126.019,126.586,126.570,126.955,127.712,128.623,128.909
10,"        Clothing and footwear",44.630,45.512,45.948,46.862,47.826,48.600,48.881,48.886,47.758,46.780,45.948,45.343,45.104,45.182,46.235,47.825,49.573,50.339,50.357,50.183,49.821,48.895,48.412,49.932,50.004,49.082,48.865,48.644,49.206,49.132,49.502,49.244,49.065,49.016,49.238,49.231,49.561,49.895,50.310,50.519,50.666,50.748,50.840,51.012,51.034,51.045,51.040,51.013,51.208,51.365,51.595,51.709,51.830,52.106,52.301,52.401,52.427,52.317,52.560,52.538,52.342,52.548,52.760,52.821,52.879,52.977,53.119,53.342,53.516,53.637,53.595,53.569,53.771,53.885,54.185,54.344,54.783,55.236,55.792,56.349,56.984,57.499,58.134,58.699,59.579,60.677,61.667,62.464,63.277,64.022,64.819,65.489,65.987,66.395,66.980,67.827,68.451,69.105,69.453,69.680,70.080,70.261,70.307,71.063,71.649,72.680,73.065,73.669,74.994,77.229,79.632,80.800,81.119,81.352,81.939,82.267,82.971,83.676,84.864,85.644,86.891,87.151,88.504,88.999,88.509,89.726,89.799,90.156,90.343,91.219,91.417,92.218,93.427,94.224,94.909,96.032,96.723,97.561,98.335,98.473,98.680,99.368,99.574,99.198,99.775,100.423,101.269,100.786,100.955,100.386,101.224,101.772,102.677,103.085,103.379,103.877,103.127,102.149,102.863,103.175,104.474,105.623,105.763,107.305,107.202,109.263,109.435,110.878,110.764,111.298,109.958,111.151,112.859,114.617,115.018,115.123,115.367,116.077,117.029,117.852,117.326,117.233,117.417,117.821,117.471,116.617,116.646,116.554,115.005,115.529,114.940,113.951,112.749,112.146,111.967,111.830,111.834,111.358,109.813,110.285,110.561,111.886,110.716,110.263,109.077,108.559,109.263,108.458,107.087,107.739,107.308,107.460,106.771,106.075,105.841,105.791,105.952,104.423,103.379,102.312,101.916,101.700,101.142,100.383,99.313,98.281,98.787,98.725,98.284,98.768,98.425,98.260,98.266,97.825,97.192,96.974,96.632,97.607,97.289,97.204,97.241,96.409,95.502,95.980,95.778,95.271,95.876,95.111,95.777,96.466,96.660,96.482,96.450,95.850,95.446,95.162,95.580,96.305,98.144,99.177,99.958,101.032,100.600,101.688,102.082,101.351,101.828,101.991,102.068,102.349,102.236,101.866,101.100,100.921,100.924,100.724,100.295,100.766,100.477,100.890,100.549,100.082,99.909,99.459,100.104,101.306,99.415,99.712,99.115,98.801,99.340,98.033,97.406,91.752,92.882,93.262,94.021,95.249,95.948,97.936,99.895,100.382,101.075,101.646,102.745,103.396,103.758,103.347,103.160,104.403,104.391,104.135,103.416,103.577
11,"        Gasoline and other energy goods",6.783,6.975,7.188,7.513,7.857,8.066,8.209,8.268,8.242,8.230,8.214,8.191,8.199,8.216,8.363,8.466,8.564,8.544,8.486,8.573,8.631,8.673,8.738,8.746,8.834,8.944,9.129,9.209,9.204,9.207,9.157,9.135,9.184,9.233,9.315,9.362,9.407,9.469,9.655,9.721,9.924,10.041,10.025,10.020,10.063,9.851,9.909,9.744,9.920,9.999,9.991,10.214,10.095,10.095,10.310,10.336,10.329,10.053,10.282,10.221,10.185,10.248,10.216,10.444,10.347,10.223,10.328,10.297,10.262,10.155,10.138,10.257,10.434,10.532,10.563,10.677,10.683,10.707,10.840,10.978,11.055,11.134,11.197,11.231,11.308,11.292,11.399,11.434,11.565,11.781,11.755,11.725,11.687,11.906,11.831,12.060,12.067,11.865,12.088,12.238,12.081,11.994,12.250,12.505,12.681,13.132,13.381,14.730,17.502,19.092,19.346,19.052,19.109,19.465,20.645,21.039,20.851,20.650,21.018,21.580,22.169,22.495,22.465,22.975,23.068,23.035,23.507,24.641,25.816,29.525,34.378,37.237,42.517,44.568,44.469,44.981,49.638,50.187,49.469,49.824,48.676,46.029,47.953,47.212,44.576,45.783,46.530,45.644,45.867,45.797,44.419,44.558,44.518,45.677,45.320,45.514,42.610,34.986,32.646,31.884,35.413,36.231,37.805,37.928,37.084,36.999,37.480,36.913,37.964,42.862,40.887,39.925,42.983,42.213,46.118,53.784,47.617,44.877,44.427,45.077,44.247,44.714,45.580,46.073,46.045,44.765,43.511,44.517,43.946,43.326,45.742,46.267,45.848,45.895,45.341,44.597,46.822,49.447,47.968,49.820,50.680,47.407,47.901,48.063,44.070,42.132,41.954,41.040,39.839,44.537,48.056,50.693,56.782,58.602,60.304,61.063,59.492,61.826,57.468,49.808,47.723,53.574,55.034,57.597,66.597,57.832,62.510,63.083,68.880,70.645,73.163,81.077,79.866,81.536,99.499,98.896,97.501,104.669,110.365,93.770,98.480,109.176,111.207,121.154,128.561,138.979,151.285,99.634,80.077,87.320,102.106,108.756,110.402,106.735,108.449,120.393,132.158,144.077,142.679,142.096,146.249,142.176,143.450,148.063,146.808,137.886,140.053,139.691,142.721,141.639,137.649,122.307,98.850,105.126,103.271,92.740,82.107,89.432,88.205,94.820,100.707,95.035,97.978,106.280,111.215,113.867,115.979,112.962,103.689,112.935,109.302,112.283,107.459,81.233,90.210,93.673,111.049,118.431,125.852,140.404,156.693,179.079,163.651,156.453,148.323,143.548,150.631,146.537,143.114,143.604,136.458,134.251,136.880,129.163
12,"        Other nondurable goods",12.334,12.440,12.604,12.834,13.024,13.140,13.412,13.428,13.222,12.989,12.872,12.763,12.742,12.769,13.146,13.420,13.781,13.871,13.863,13.953,13.917,13.906,13.932,13.925,14.036,14.181,14.167,14.126,14.125,14.158,14.176,14.201,14.257,14.266,14.319,14.404,14.476,14.552,14.587,14.610,14.737,14.878,15.165,15.312,15.386,15.403,15.399,15.355,15.434,15.551,15.738,15.822,15.869,15.873,15.878,15.896,15.915,15.923,15.913,15.919,15.965,15.969,15.958,15.987,16.013,16.150,16.255,16.348,16.414,16.421,16.430,16.462,16.548,16.656,16.699,16.739,16.831,16.948,17.048,17.143,17.231,17.289,17.457,17.657,17.825,18.014,18.147,18.314,18.441,18.632,18.853,19.050,19.293,19.511,19.746,19.926,20.108,20.310,20.475,20.587,20.741,20.845,20.933,20.991,21.115,21.354,21.546,21.770,22.159,22.959,24.066,25.042,25.798,26.174,26.382,26.694,27.127,27.470,27.735,28.150,28.608,29.007,29.416,29.854,30.197,30.491,31.063,31.491,32.094,32.503,33.025,33.678,34.593,35.496,36.292,36.911,37.703,38.581,39.201,39.954,40.684,41.460,42.154,43.172,44.104,44.540,45.006,45.355,45.806,46.175,46.671,46.985,47.505,47.922,48.421,48.971,49.576,49.869,50.388,50.666,51.398,51.935,52.453,52.788,53.512,54.107,54.825,55.465,56.452,57.158,57.940,58.399,59.262,60.022,60.852,61.448,62.588,63.405,63.976,64.484,65.222,65.905,66.391,66.514,67.175,67.392,67.038,66.880,67.110,67.477,67.772,68.007,68.157,68.467,69.064,69.465,69.787,70.025,70.180,70.368,70.615,71.016,70.761,70.909,71.395,71.952,72.329,72.965,74.461,74.775,75.248,75.461,75.805,76.640,76.982,77.082,77.579,78.138,78.839,79.054,79.273,79.911,80.174,79.973,79.900,79.945,80.255,80.102,80.587,80.955,81.020,81.452,81.695,81.928,82.387,82.943,83.468,83.956,84.248,84.287,84.778,84.846,85.259,85.889,86.516,86.982,87.463,87.983,89.022,91.276,91.940,92.279,92.548,92.616,92.870,93.121,93.543,94.132,94.280,94.819,95.315,95.514,95.829,95.785,95.495,95.684,95.830,95.927,96.140,96.648,96.966,97.361,97.576,97.902,97.836,98.038,98.394,98.580,99.359,99.523,99.831,99.882,100.252,100.035,100.457,100.680,100.492,100.330,100.482,100.730,100.969,101.553,101.772,101.837,102.199,101.690,102.067,102.532,102.714,103.765,105.515,106.847,108.604,109.525,110.987,112.109,112.117,112.718,112.633,113.537,113.903,113.715,114.737,115.178
13,Services,7.029,7.068,7.237,7.401,7.444,7.518,7.631,7.659,7.654,7.669,7.694,7.749,7.781,7.810,7.930,8.031,8.178,8.238,8.282,8.408,8.467,8.534,8.624,8.690,8.780,8.846,8.961,9.050,9.102,9.119,9.135,9.175,9.227,9.260,9.304,9.359,9.413,9.467,9.546,9.605,9.693,9.738,9.821,9.894,9.967,10.001,10.048,10.097,10.168,10.245,10.342,10.433,10.480,10.537,10.605,10.660,10.688,10.734,10.785,10.830,10.892,10.946,10.988,11.025,11.078,11.113,11.151,11.209,11.262,11.316,11.370,11.419,11.469,11.518,11.576,11.650,11.722,11.829,11.937,12.054,12.136,12.225,12.320,12.438,12.589,12.741,12.888,13.044,13.207,13.385,13.563,13.750,13.937,14.131,14.306,14.517,14.713,14.908,15.117,15.259,15.425,15.553,15.705,15.852,15.984,16.233,16.515,16.825,17.171,17.577,17.984,18.379,18.796,19.107,19.460,19.844,20.173,20.435,20.798,21.157,21.582,22.009,22.431,22.790,23.219,23.682,24.123,24.615,24.964,25.614,26.225,26.857,27.529,28.209,28.941,29.762,30.564,31.187,31.872,32.539,33.134,33.648,34.323,34.960,35.465,35.770,36.407,36.783,37.256,37.821,38.269,38.593,39.202,39.612,40.127,40.433,41.022,41.365,41.603,41.931,42.098,42.497,42.922,43.386,43.920,44.483,45.069,45.606,46.156,46.658,47.110,47.595,48.163,48.766,49.342,49.843,50.290,50.675,51.175,51.644,52.126,52.548,52.922,53.434,53.883,54.431,54.843,55.172,55.521,55.899,56.234,56.611,57.011,57.467,57.829,58.222,58.509,58.978,59.440,59.926,60.303,60.728,61.077,61.425,61.702,62.014,62.324,62.645,62.876,63.181,63.548,64.030,64.562,64.874,65.432,65.972,66.740,67.167,67.408,67.856,68.234,68.755,69.313,69.828,70.442,71.082,71.622,72.198,72.737,73.271,73.797,74.305,75.047,75.631,76.209,77.106,77.759,78.488,79.110,79.643,80.461,81.043,81.653,82.394,82.975,83.671,84.307,84.178,84.047,84.105,84.470,85.108,85.534,85.969,86.225,86.581,87.010,87.570,88.027,88.364,88.967,89.429,89.822,90.374,90.900,91.382,91.888,92.465,93.030,93.604,94.078,94.468,94.784,95.248,95.729,96.088,96.631,97.331,98.002,98.554,99.152,99.729,100.230,100.890,101.674,102.333,102.917,103.580,104.089,104.712,105.256,105.802,106.464,106.584,107.355,107.950,109.055,110.411,111.697,113.012,114.564,116.294,117.976,119.685,121.287,122.575,123.749,124.752,126.454,127.586,128.613,129.821,131.096,132.075
14,"    Household consumption expenditures (for services)",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.636,9.703,9.791,9.881,9.942,10.011,10.085,10.139,10.162,10.203,10.248,10.291,10.353,10.405,10.446,10.482,10.530,10.563,10.600,10.656,10.708,10.762,10.814,10.862,10.905,10.950,11.006,11.075,11.143,11.244,11.346,11.457,11.537,11.619,11.711,11.823,11.968,12.113,12.253,12.401,12.554,12.721,12.888,13.067,13.247,13.434,13.603,13.803,13.987,14.173,14.371,14.507,14.666,14.788,14.931,15.067,15.199,15.429,15.685,15.980,16.297,16.666,17.055,17.432,17.824,18.123,18.450,18.823,19.129,19.388,19.743,20.081,20.475,20.894,21.287,21.630,22.041,22.486,22.897,23.373,23.698,24.315,24.880,25.479,26.121,26.757,27.485,28.277,29.049,29.626,30.309,30.976,31.586,32.114,32.788,33.442,33.979,34.281,34.936,35.334,35.809,36.370,36.833,37.173,37.782,38.200,38.707,38.993,39.602,39.978,40.227,40.563,40.731,41.137,41.555,42.020,42.555,43.126,43.724,44.276,44.849,45.388,45.884,46.421,47.002,47.652,48.278,48.809,49.308,49.705,50.250,50.762,51.311,51.784,52.194,52.765,53.251,53.808,54.251,54.586,54.948,55.333,55.665,56.033,56.472,56.933,57.293,57.702,57.992,58.449,58.912,59.392,59.751,60.184,60.505,60.816,61.063,61.341,61.638,61.965,62.197,62.479,62.818,63.271,63.807,64.062,64.630,65.144,65.880,66.297,66.531,67.015,67.379,67.899,68.502,69.058,69.718,70.447,71.015,71.597,72.180,72.708,73.287,73.793,74.504,75.103,75.698,76.610,77.260,78.008,78.649,79.210,80.022,80.624,81.222,82.036,82.614,83.315,83.952,83.869,83.793,83.875,84.263,84.969,85.416,85.896,86.154,86.506,86.923,87.505,87.983,88.342,88.955,89.443,89.866,90.404,90.981,91.431,91.955,92.578,93.136,93.720,94.203,94.515,94.826,95.279,95.759,96.106,96.639,97.332,98.013,98.542,99.124,99.711,100.219,100.946,101.725,102.399,102.985,103.633,104.128,104.768,105.286,105.850,106.537,106.688,107.485,108.078,109.113,110.377,111.555,112.729,114.275,115.934,117.570,119.192,120.731,121.997,123.117,124.101,125.814,126.864,127.852,129.050,130.338,131.358
15,"        Housing and utilities",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.430,11.508,11.571,11.648,11.690,11.727,11.783,11.826,11.853,11.912,11.942,11.949,12.001,12.019,12.068,12.079,12.128,12.160,12.172,12.220,12.230,12.265,12.300,12.317,12.339,12.365,12.391,12.436,12.489,12.536,12.558,12.632,12.694,12.735,12.790,12.860,12.934,13.022,13.098,13.193,13.287,13.402,13.547,13.686,13.829,13.969,14.133,14.339,14.531,14.716,14.895,15.009,15.154,15.266,15.414,15.559,15.778,15.948,16.108,16.315,16.551,16.773,17.025,17.348,17.807,18.085,18.369,18.759,19.084,19.363,19.703,20.156,20.691,21.103,21.531,21.918,22.243,22.635,22.963,23.420,23.816,24.259,24.915,25.648,26.183,26.842,27.588,28.353,29.068,29.807,30.667,31.445,32.130,32.664,33.293,34.057,34.561,35.019,35.337,35.775,36.157,36.702,37.297,37.695,38.147,38.687,39.169,39.637,40.167,40.652,40.989,41.236,41.603,42.046,42.408,42.849,43.288,43.632,44.104,44.570,44.954,45.395,45.891,46.430,46.866,47.398,48.014,48.327,48.808,49.050,49.305,49.767,50.134,50.453,50.713,51.126,51.493,51.962,52.262,52.558,52.958,53.286,53.551,53.858,54.285,54.649,55.028,55.469,55.900,56.310,56.680,57.030,57.505,57.777,58.191,58.602,58.807,59.218,59.578,59.943,60.267,60.580,60.973,61.407,62.005,62.539,63.249,63.987,65.116,65.674,66.116,66.506,67.017,67.509,67.929,68.474,69.181,69.721,70.082,70.474,70.957,71.549,72.182,72.629,73.192,73.834,74.585,75.850,76.548,77.058,77.883,78.508,79.364,79.951,80.390,81.102,81.742,82.823,83.718,83.804,83.997,83.944,83.917,83.974,83.981,84.070,84.207,84.343,84.691,85.107,85.602,85.980,86.256,86.619,87.037,87.641,88.147,88.788,89.264,89.840,90.742,91.397,91.972,92.495,93.129,93.652,94.313,94.844,95.395,96.184,97.127,98.011,98.802,99.600,100.402,101.196,101.998,102.743,103.426,104.288,105.065,105.909,106.661,107.389,108.208,108.838,109.364,109.915,110.514,111.562,112.735,114.355,116.099,118.483,121.287,123.544,125.857,127.341,129.041,130.793,132.732,134.217,135.571,136.988,138.442,140.127
16,"        Health care",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5.450,5.507,5.566,5.676,5.729,5.887,6.005,6.071,6.059,6.039,6.050,6.078,6.127,6.188,6.236,6.289,6.320,6.354,6.414,6.454,6.523,6.574,6.624,6.692,6.735,6.790,6.831,6.880,6.948,7.047,7.163,7.290,7.401,7.499,7.620,7.740,7.866,7.981,8.095,8.227,8.370,8.540,8.680,8.847,9.019,9.203,9.344,9.472,9.565,9.685,9.797,9.900,10.008,10.082,10.213,10.299,10.404,10.543,10.691,10.881,11.115,11.431,11.821,12.189,12.489,12.762,13.085,13.457,13.768,14.053,14.342,14.623,14.924,15.274,15.534,15.786,16.152,16.445,16.828,17.285,17.740,18.039,18.459,18.976,19.652,20.197,20.790,21.437,22.099,22.573,23.324,24.105,24.755,25.243,25.937,26.532,27.191,27.620,28.223,28.807,29.358,29.841,30.269,30.745,31.211,31.691,32.097,32.504,33.018,33.523,33.987,34.555,35.057,35.665,36.249,36.803,37.536,38.361,39.149,39.935,40.838,41.695,42.593,43.482,44.293,45.241,46.254,47.210,48.074,48.841,49.670,50.552,51.502,52.350,53.146,53.997,54.682,55.298,55.910,56.383,57.004,57.532,58.120,58.649,59.385,59.760,60.066,60.530,60.813,61.175,61.501,61.894,62.140,62.525,62.758,62.876,63.225,63.628,63.905,64.262,64.651,64.947,65.303,65.716,66.247,66.568,67.330,67.811,68.481,69.034,69.487,69.943,70.148,70.620,71.328,71.963,72.581,73.421,74.089,74.759,75.640,76.242,76.720,77.173,78.022,78.586,79.073,79.815,80.303,80.966,81.664,82.147,83.457,83.889,84.426,85.338,85.825,86.295,86.788,87.306,88.020,88.551,89.107,89.958,90.494,90.982,91.376,91.757,92.103,92.670,93.081,93.418,93.852,94.307,94.776,95.003,95.588,95.493,95.825,96.266,96.509,96.802,97.114,97.086,97.002,97.312,97.631,97.764,97.964,98.312,98.788,99.161,99.425,99.791,100.064,100.720,101.136,101.728,102.026,102.570,102.918,103.418,103.864,104.551,105.013,106.062,106.886,107.290,108.775,109.253,109.560,109.994,111.137,111.532,112.463,112.971,113.458,114.415,115.002,115.723,116.843,117.342,118.017,118.994,119.683,120.566
17,"        Transportation services",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.057,12.159,12.251,12.312,12.389,12.412,12.483,12.587,12.689,12.809,12.888,12.940,13.014,13.116,13.154,13.148,13.140,13.149,13.164,13.203,13.295,13.311,13.349,13.396,13.452,13.539,13.603,13.678,13.664,13.710,13.869,14.016,14.130,14.268,14.405,14.523,14.708,14.891,15.044,15.264,15.512,15.811,16.020,16.252,16.751,16.946,17.243,17.572,17.815,18.204,18.600,18.704,18.872,18.937,19.060,19.246,19.471,19.734,19.978,20.297,20.643,21.200,21.863,22.588,23.227,23.728,24.195,24.684,25.139,25.536,25.963,26.345,26.828,27.337,27.776,28.186,28.723,29.058,29.571,30.064,30.502,31.294,32.276,33.785,35.186,36.400,37.765,39.056,40.474,41.136,42.142,42.705,43.015,43.752,44.468,44.443,44.285,45.292,46.150,46.618,47.347,47.472,47.084,47.641,48.137,48.160,48.385,48.601,48.435,48.684,48.681,49.418,50.044,50.372,51.151,51.926,52.329,52.977,53.629,54.070,55.300,55.592,55.563,55.914,56.779,57.577,57.867,58.645,58.564,58.840,59.753,60.048,60.900,60.617,60.420,62.005,62.915,62.930,63.207,63.410,63.575,63.886,63.971,63.788,63.993,65.204,65.803,65.838,64.917,65.555,66.076,66.909,66.688,67.273,67.493,68.198,68.406,68.299,68.779,68.771,68.888,69.418,69.609,70.045,70.585,71.311,71.931,72.674,72.502,72.236,71.790,71.591,71.433,72.120,71.905,72.208,72.605,73.151,73.822,74.193,74.216,73.888,74.442,74.965,75.750,76.528,77.373,78.889,79.678,80.407,80.787,80.713,81.146,81.484,82.433,83.540,84.566,86.362,87.667,88.497,88.552,87.980,88.891,89.974,90.413,90.907,90.882,91.339,92.843,93.533,93.837,94.696,95.329,95.733,95.382,95.783,96.190,95.809,96.753,97.293,97.011,97.727,97.941,98.394,98.022,98.014,98.026,97.848,98.528,98.873,98.973,98.831,99.597,99.969,99.860,100.574,100.932,101.516,102.350,103.551,103.600,103.904,104.059,105.013,104.854,102.299,102.193,103.558,103.870,108.183,109.880,110.317,112.944,120.091,122.491,124.635,127.369,127.716,129.381,130.251,130.858,131.301,131.357,133.983,134.799,135.134
18,"        Recreation services",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.424,12.631,12.836,12.995,13.079,13.140,13.245,13.310,13.436,13.501,13.602,13.697,13.775,13.847,13.908,13.997,14.024,14.103,14.234,14.370,14.455,14.518,14.644,14.699,14.756,14.841,14.930,14.979,15.110,15.240,15.285,15.437,15.543,15.685,15.869,16.112,16.371,16.558,16.757,16.906,17.062,17.267,17.454,17.640,17.829,18.041,18.255,18.500,18.727,18.893,19.059,19.141,19.292,19.374,19.488,19.610,19.740,20.022,20.234,20.529,20.818,21.285,21.748,22.257,22.741,22.958,23.215,23.543,23.849,24.083,24.394,24.708,24.994,25.271,25.543,25.867,26.269,26.717,27.141,27.629,28.028,28.578,28.981,29.285,29.837,30.706,31.306,31.710,32.364,32.611,32.954,33.503,33.973,34.350,34.916,35.333,35.673,36.079,36.159,36.676,37.050,37.510,37.947,38.331,38.794,39.200,39.498,39.856,40.429,40.688,40.986,41.325,41.775,42.244,42.670,43.074,43.405,43.809,44.156,44.905,45.568,45.971,46.558,46.942,47.727,48.389,49.242,49.784,50.443,51.151,51.675,52.019,52.147,52.827,53.212,53.474,53.877,54.406,54.829,55.326,55.684,55.639,55.736,56.044,56.400,56.839,57.142,57.639,58.101,58.646,59.169,59.700,60.177,60.683,61.086,61.288,61.735,62.105,62.465,62.949,63.469,64.057,64.555,65.181,65.888,66.351,67.262,67.714,68.233,68.876,69.195,69.661,70.073,70.782,71.246,71.814,72.520,72.901,73.423,73.785,74.369,74.844,75.307,75.816,76.291,76.703,77.465,78.330,78.858,79.559,80.230,80.567,81.177,81.918,82.066,82.959,83.695,84.380,85.233,84.962,85.124,85.078,85.920,85.985,85.846,86.383,86.704,86.733,87.163,87.762,88.053,88.589,89.603,89.980,90.625,91.064,91.391,91.431,92.030,92.571,93.132,93.528,93.734,93.730,94.144,94.951,95.416,95.594,96.184,97.289,97.766,97.977,99.167,99.614,100.424,100.795,101.442,101.798,102.460,102.876,103.439,103.946,104.171,105.262,105.871,106.342,106.390,107.480,107.655,109.047,110.464,111.908,113.491,115.119,116.195,117.829,119.809,120.996,122.121,123.349,125.061,125.394,126.178,127.388,129.898,130.551
19,"        Food services and accommodations",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.324,9.453,9.552,9.611,9.700,9.725,9.760,9.781,9.839,9.902,9.967,10.041,10.084,10.150,10.224,10.279,10.342,10.394,10.407,10.474,10.510,10.569,10.580,10.604,10.673,10.708,10.804,10.910,10.979,11.108,11.266,11.408,11.590,11.757,11.876,12.020,12.172,12.331,12.519,12.686,12.848,13.034,13.261,13.540,13.774,14.089,14.271,14.443,14.679,14.817,14.992,15.108,15.211,15.380,15.525,15.684,15.851,16.232,16.648,17.294,17.654,18.129,18.696,19.182,19.621,19.898,20.188,20.590,20.904,21.233,21.589,21.883,22.244,22.798,23.204,23.563,23.990,24.624,25.314,25.908,26.595,27.361,27.986,28.671,29.385,30.026,30.613,31.304,32.162,32.800,33.375,33.828,34.254,34.690,35.203,35.575,35.918,36.278,36.540,37.020,37.496,37.931,38.293,38.610,39.015,39.545,39.946,40.375,40.691,41.152,41.560,41.988,42.444,42.799,43.243,43.588,44.131,44.661,45.124,45.556,46.086,46.637,47.186,47.690,48.273,48.823,49.337,49.755,50.394,50.858,51.264,51.504,51.651,51.948,52.276,52.476,52.630,53.052,53.272,53.485,53.625,53.969,54.133,54.441,54.693,55.211,55.541,55.822,56.082,56.596,57.023,57.530,57.916,58.284,58.627,59.145,59.467,59.846,60.192,60.741,61.008,61.410,61.833,62.204,62.697,63.086,63.595,63.974,64.462,64.957,65.435,65.729,66.203,66.503,66.894,67.283,67.519,67.842,68.321,68.864,69.391,70.120,70.790,71.307,71.984,72.456,72.756,73.462,74.186,74.884,75.424,75.992,76.812,77.616,78.562,79.163,79.983,80.557,81.533,82.236,82.668,82.787,82.786,83.317,83.484,83.865,84.192,84.596,85.045,85.773,86.726,87.163,87.749,88.488,88.964,89.325,89.736,90.394,90.861,90.990,91.626,92.556,93.291,94.091,94.722,95.064,95.612,96.469,97.130,97.604,98.209,98.853,99.335,99.759,99.984,100.922,101.440,102.262,102.542,103.016,104.229,105.082,105.600,105.809,106.665,106.217,107.618,108.561,109.518,111.541,114.577,116.919,118.761,120.806,122.640,125.454,127.719,129.176,130.066,131.166,132.586,133.339,134.204,135.527,136.694,137.423
